Group Id,Legally incorporated,Legal form,Date of incorporation,Group Formation Date,Are they working with the Hub?,Registered Provider,Charitable Status,Project ID,Project Postcode Area,Current Stage,Approach/Model,Total number of homes,Target overall year for completion,Affordable Rent Homes,Discounted Market Sale Homes (% income),Discounted Market Sale Homes (% market),Intermediate Rent Homes,Market Sale Homes,Mutual Home Ownership Homes,Social Rent Homes,Living Rent Homes,Market Rent Homes,Shared Equity Homes,Shared Ownership Homes,Rent to Buy Homes,Undetermined Tenure Homes,Refurbished Homes,New Build Homes,Not Known Age Homes,Homes bought from developer,Custom-build homes,Self-finish homes,Conventional build method homes,Self-build homes,Not known build method homes,
303,TRUE,Community Benefit Society (non-charitable),18/10/2018,,Yes,FALSE,FALSE,315,E16,Site,Community Land Trust,30,2025,15,0,0,0,0,0,0,0,6,0,9,0,0,0,0,30,0,0,0,0,0,30,
307,TRUE,Community Benefit Society (non-charitable),16/10/2017,,,FALSE,FALSE,319,CO1,Site,Community Land Trust,25,2024,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,25,0,0,0,0,0,25,
519,TRUE,Registered Society (formerly known as Industrial and Provident Society),17/12/2013,,,FALSE,FALSE,542,WD4,Concept,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
523,TRUE,Community Benefit Society (non-charitable),01/01/2008,,Yes,FALSE,FALSE,546,HG5,Site,Community Land Trust,5,2022,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,
877,TRUE,Community Benefit Society (non-charitable),22/03/2016,,Yes,FALSE,FALSE,912,N15,Site,Community Land Trust,50,2026,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,
1363,FALSE,,,,No,FALSE,FALSE,1441,,Site,Community Land Trust,8,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,
1367,FALSE,,,,No,FALSE,FALSE,1447,,No Stage Selected,Community Land Trust,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,
1367,FALSE,,,,No,FALSE,FALSE,1446,,No Stage Selected,Community Land Trust,8,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,
1367,FALSE,,,,No,FALSE,FALSE,1445,,Build,Community Land Trust,22,,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,22,0,0,0,0,0,22,
1367,FALSE,,,,No,FALSE,FALSE,1448,,No Stage Selected,Community Land Trust,60,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,
881,TRUE,Company Limited by Guarantee,07/04/2008,,,FALSE,FALSE,402,PL26,Live,Community Land Trust,8,,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,
880,TRUE,Community Benefit Society (non-charitable),07/07/2015,,,FALSE,FALSE,400,SA62,Plan,Community Land Trust,120,,100,0,0,0,0,0,0,0,0,0,0,0,20,0,0,120,0,0,0,0,0,120,
1041,FALSE,Not yet incorporated,,,,FALSE,FALSE,1074,BN18,No Stage Selected,Community Land Trust,12,,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,12,
1043,TRUE,Registered Society (formerly known as Industrial and Provident Society),21/05/1991,,No,FALSE,FALSE,1429,W9,Live,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
1043,TRUE,Registered Society (formerly known as Industrial and Provident Society),21/05/1991,,No,FALSE,FALSE,1076,W9,Live,Community Land Trust,43,2021,13,0,0,0,0,0,0,30,0,0,0,0,0,0,0,43,0,0,0,0,0,43,
1048,TRUE,Community Benefit Society (non-charitable),28/01/2019,,Yes,FALSE,FALSE,1081,CB25,Concept,Community Land Trust,60,2024,35,0,0,0,0,0,0,0,0,0,15,0,10,0,0,60,0,0,0,0,10,50,
914,TRUE,Community Benefit Society (non-charitable),07/04/2017,,,FALSE,FALSE,952,GL54,Site,Community Land Trust,10,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,
915,TRUE,Community Benefit Society (non-charitable),23/08/2019,10/04/2019,,FALSE,FALSE,953,IP21,No Stage Selected,Community Land Trust,70,,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,0,0,0,0,0,70,
916,TRUE,Company Limited by Guarantee,01/11/2018,,,FALSE,FALSE,954,CB8,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
917,TRUE,Registered Society (formerly known as Industrial and Provident Society),15/10/2012,,Yes,FALSE,FALSE,618,CB6,Live,Community Land Trust,75,2020,23,0,0,0,44,0,0,0,0,0,8,0,0,0,0,75,0,0,0,0,0,75,
917,TRUE,Registered Society (formerly known as Industrial and Provident Society),15/10/2012,,Yes,FALSE,FALSE,955,CB6,Plan,Community Land Trust,120,2023,31,0,0,0,0,0,0,0,0,0,5,0,84,0,0,120,0,0,0,0,0,120,
918,TRUE,Company Limited by Guarantee,12/12/2000,,,FALSE,FALSE,956,,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
922,TRUE,Community Benefit Society (non-charitable),28/03/2018,,,FALSE,FALSE,960,GL11,Group,Community Land Trust,35,2023,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,35,0,0,0,0,0,35,
554,TRUE,Community Benefit Society (non-charitable),05/10/2018,,,FALSE,FALSE,577,IP16,Site,Community Land Trust,36,2023,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,
555,FALSE,Not yet incorporated,,,No,FALSE,FALSE,578,LS7,Live,Community Land Trust,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,
556,TRUE,Community Benefit Society (non-charitable),14/08/2018,,Yes,FALSE,FALSE,579,BN7,Plan,Community Land Trust,10,2023,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,
827,FALSE,,,,,FALSE,FALSE,860,,Group,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
829,FALSE,Not yet incorporated,,,,FALSE,FALSE,862,NN8,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
830,TRUE,Community Benefit Society (non-charitable),28/03/2019,,Yes,FALSE,FALSE,863,LN5,Plan,Community Land Trust,3,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,
833,TRUE,Community Benefit Society (non-charitable),19/01/2015,,No,FALSE,FALSE,866,SP5,Plan,Community Land Trust,11,2021,9,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,11,
1191,TRUE,Community Benefit Society (non-charitable),13/03/2020,12/08/2019,Yes,FALSE,FALSE,1231,BN15,Group,Community Land Trust,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,
1203,FALSE,,25/09/2018,01/04/2017,Yes,FALSE,FALSE,1395,SN6,Concept,Community Land Trust,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,
1206,FALSE,,,01/04/2017,Yes,FALSE,FALSE,1246,,Concept,Community Land Trust,8,,6,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,8,
1204,FALSE,,,,Yes,FALSE,FALSE,1244,,Group,Community Land Trust,4,,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,
1205,FALSE,,,,Yes,FALSE,FALSE,1245,,Group,Community Land Trust,13,,2,0,0,0,0,0,8,0,0,0,3,0,0,0,0,13,0,0,0,0,0,13,
1031,TRUE,Community Benefit Society (non-charitable),04/10/2015,,No,FALSE,FALSE,1064,EX15,Live,Community Land Trust,12,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,
1033,TRUE,Registered Society (formerly known as Industrial and Provident Society),24/09/2012,,No,FALSE,FALSE,1066,DT2,Live,Community Land Trust,14,2015,12,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,14,
1289,FALSE,,,,Yes,FALSE,FALSE,1321,,Site,Community Land Trust,12,2025,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,12,
1290,FALSE,,,,Yes,FALSE,FALSE,1322,,Site,Community Land Trust,32,2025,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,32,
1291,FALSE,,,,Yes,FALSE,FALSE,1323,,Site,Community Land Trust,8,,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,8,
1297,FALSE,,,,Yes,FALSE,FALSE,1329,,Group,Community Land Trust,8,2025,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,
1298,FALSE,,,,Yes,FALSE,FALSE,1330,,Group,Community Land Trust,16,,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,16,
1323,FALSE,,,,Yes,FALSE,FALSE,1355,,Group,Community Land Trust,20,,4,0,0,0,0,0,0,6,0,0,10,0,0,0,0,20,0,0,0,0,0,20,
1324,FALSE,,,,,FALSE,FALSE,1416,GU24,Plan,Community Land Trust,30,2022,0,0,22,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,
1325,FALSE,,,,Yes,FALSE,FALSE,1365,DT2,Group,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
1326,FALSE,,,,Yes,FALSE,FALSE,1366,DT11,Group,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
887,TRUE,Company Limited by Guarantee,30/04/2007,,,FALSE,FALSE,921,TR2,Live,Community Land Trust,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,
893,TRUE,Company Limited by Guarantee,20/12/2006,,,FALSE,FALSE,928,PL27,Live,Community Land Trust,24,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,
885,TRUE,Community Benefit Society (non-charitable),30/06/2015,,,FALSE,FALSE,919,TR26,Site,Community Land Trust,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,
1305,FALSE,,,,Yes,FALSE,FALSE,1337,,Group,Community Land Trust,15,,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,15,
1309,FALSE,,,,Yes,FALSE,FALSE,1341,,Group,Community Land Trust,32,2026,8,0,0,0,0,0,0,16,8,0,0,0,0,0,0,32,0,0,0,0,0,32,
561,FALSE,Not yet incorporated,,,,FALSE,FALSE,584,LN6,Plan,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
565,TRUE,Community Benefit Society (non-charitable),13/08/2018,,,FALSE,FALSE,589,LN6,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
120,TRUE,Community Benefit Society (non-charitable),11/05/2016,,No,FALSE,FALSE,126,DT8,Plan,Community Land Trust,15,2020,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,
125,TRUE,Community Benefit Society (non-charitable),22/05/2017,,Yes,FALSE,FALSE,131,LN8,Plan,Community Land Trust,4,2021,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,
1023,FALSE,,,,,FALSE,FALSE,1056,,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
526,FALSE,Not yet incorporated,,,,FALSE,FALSE,549,CH7,Group,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
536,TRUE,Community Benefit Society (non-charitable),29/03/2017,,No,FALSE,FALSE,558,BH19,Plan,Community Land Trust,10,2021,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,
537,TRUE,Community Interest Company,16/11/2018,,,FALSE,FALSE,559,TR15,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
548,TRUE,Registered Society (formerly known as Industrial and Provident Society),20/01/2014,,No,FALSE,FALSE,1422,SE1,Live,Community Land Trust,40,2022,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,
548,TRUE,Registered Society (formerly known as Industrial and Provident Society),20/01/2014,,No,FALSE,FALSE,571,SE1,Live,Community Land Trust,27,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,
553,TRUE,Community Benefit Society (non-charitable),19/11/2018,,Yes,FALSE,FALSE,576,LE1,Site,Community Land Trust,40,2022,0,0,12,0,0,0,0,0,0,0,0,0,28,0,0,40,0,0,0,0,0,40,
583,TRUE,Company Limited by Guarantee,20/08/2009,,Yes,TRUE,FALSE,605,CA10,Live,Community Land Trust,19,2012,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,
33,TRUE,Community Benefit Society (non-charitable),09/09/2015,01/07/2015,Yes,FALSE,FALSE,627,BN16,Plan,Community Land Trust,12,2021,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,
35,FALSE,Not yet incorporated,,,,FALSE,FALSE,34,,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
36,TRUE,Company Limited by Guarantee,01/06/2009,,No,FALSE,FALSE,35,EX39,Live,Community Land Trust,9,2020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,
202,FALSE,Not yet incorporated,,,,FALSE,FALSE,209,BN13,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
206,TRUE,Company Limited by Guarantee,29/03/2012,,,FALSE,FALSE,213,CV35,Site,Community Land Trust,12,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,12,
1414,TRUE,Community Benefit Society (non-charitable),12/06/2017,,,FALSE,FALSE,1494,SW16,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
1415,TRUE,Community Benefit Society (non-charitable),12/11/2018,,,FALSE,FALSE,1495,YO21,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
1416,TRUE,Community Benefit Society (non-charitable),10/05/2018,,,FALSE,FALSE,1496,CO10,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
1417,TRUE,Community Benefit Society (non-charitable),03/03/2020,,,FALSE,FALSE,1497,SA62,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
244,TRUE,Community Benefit Society (non-charitable),19/05/2017,,No,FALSE,FALSE,252,BH20,Plan,Community Land Trust,20,2021,0,0,0,0,4,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,1377,TR1,Live,Community Land Trust,18,2020,8,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,0,0,0,0,18,
910,TRUE,Company Limited by Guarantee,20/08/2014,,No,FALSE,FALSE,948,OX29,Live,Community Land Trust,14,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,
908,TRUE,Community Benefit Society (non-charitable),22/11/2017,,,FALSE,FALSE,946,TQ9,Concept,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
912,FALSE,Not yet incorporated,,,No,FALSE,FALSE,950,E3,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
544,TRUE,Community Benefit Society (non-charitable),05/11/2018,,,FALSE,FALSE,567,CO10,Live,Community Land Trust,18,2018,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,
566,TRUE,Registered Society (formerly known as Industrial and Provident Society),16/01/2009,,,FALSE,FALSE,590,SY21,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
581,TRUE,Company Limited by Guarantee,23/01/2014,01/09/2013,No,FALSE,FALSE,391,DT7,Live,Community Land Trust,15,2018,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,
1132,TRUE,Community Benefit Society (non-charitable),01/05/2019,07/02/2019,Yes,FALSE,FALSE,386,TN17,Concept,Community Land Trust,8,2022,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,8,
936,TRUE,Company Limited by Guarantee,23/12/2013,,Yes,FALSE,FALSE,1376,CB25,Concept,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
935,TRUE,Community Benefit Society (non-charitable),12/06/2017,,Yes,FALSE,FALSE,973,CB25,Site,Community Land Trust,50,,20,0,0,0,30,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,
1015,TRUE,Community Benefit Society (non-charitable),11/04/2017,,,FALSE,FALSE,1048,TR1,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
791,TRUE,Company Limited by Guarantee,26/03/1997,,,FALSE,FALSE,823,CB10,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
1051,TRUE,Registered Society (formerly known as Industrial and Provident Society),18/01/2002,,,TRUE,FALSE,1156,WS1,Group,Community Land Trust,107,2022,64,0,0,0,0,0,43,0,0,0,0,0,0,0,0,107,0,0,0,0,0,107,
1055,TRUE,Community Benefit Society (non-charitable),01/05/2018,,Yes,FALSE,FALSE,1088,CW9,Group,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
1166,FALSE,,,,,FALSE,FALSE,1206,SN8,Concept,Community Land Trust,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,
1167,TRUE,Company Limited by Guarantee,,,Yes,FALSE,TRUE,1207,CB22,Plan,Community Land Trust,21,2021,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,
1175,FALSE,,,,,FALSE,FALSE,1215,SN12,Group,Community Land Trust,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,
1168,FALSE,Not yet incorporated,,,,FALSE,FALSE,1208,LN11,Plan,Community Land Trust,6,,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,6,
1170,FALSE,Not yet incorporated,,,,FALSE,FALSE,1210,CB2,Site,Community Land Trust,5,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,
1171,FALSE,,,,,FALSE,FALSE,1211,SP3,Group,Community Land Trust,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,
1172,TRUE,Community Benefit Society (non-charitable),08/11/2018,,,FALSE,FALSE,1212,,Build,Community Land Trust,20,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,
1173,FALSE,,,,,FALSE,FALSE,1213,,Site,Community Land Trust,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,
792,TRUE,Community Benefit Society (charitable),23/10/2018,,No,FALSE,TRUE,824,TQ8,Plan,Community Land Trust,20,2022,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,
794,TRUE,Community Benefit Society (non-charitable),09/01/2018,,No,FALSE,FALSE,826,EX16,Plan,Community Land Trust,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,
933,TRUE,Registered Society (formerly known as Industrial and Provident Society),31/12/2013,,Yes,FALSE,FALSE,971,CA3,Site,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,136,TR1,Live,Community Land Trust,24,,0,0,13,0,0,0,5,0,0,0,6,0,0,0,0,24,0,0,0,0,0,24,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,206,TR1,Live,Community Land Trust,2,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,244,TR1,Live,Community Land Trust,7,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,289,TR1,Live,Community Land Trust,8,,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,730,TR1,Live,Community Land Trust,18,,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,105,TR1,Live,Community Land Trust,16,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,732,TR1,Live,Community Land Trust,16,,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,16,0,0,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,745,TR1,Live,Community Land Trust,13,,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,
958,TRUE,Registered Society (formerly known as Industrial and Provident Society),16/05/2007,01/01/2019,Yes,FALSE,FALSE,1475,SY9,Live,Community Land Trust,2,2012,2,,,,,,,,,,,,,,,,,,,,,,
958,TRUE,Registered Society (formerly known as Industrial and Provident Society),16/05/2007,01/01/2019,Yes,FALSE,FALSE,82,,Plan,Community Land Trust,32,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32,
959,TRUE,Registered Society - formerly known as Industrial and Provident Society,15/01/1998,,Yes,FALSE,FALSE,161,LS6,Group,Community Land Trust,40,2023,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,
467,TRUE,Community Interest Company,11/04/2012,,,FALSE,FALSE,489,L2,Plan,Community Land Trust,26,,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,26,
471,FALSE,Not yet incorporated,,,Yes,FALSE,FALSE,493,KT12,Group,Community Land Trust,20,2024,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,20,
472,TRUE,Company Limited by Guarantee,04/10/2016,,No,FALSE,FALSE,494,SW16,Concept,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
473,TRUE,Community Benefit Society (non-charitable),12/07/2018,,Yes,FALSE,FALSE,495,LA12,Site,Community Land Trust,23,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,
474,TRUE,Registered Society (formerly known as Industrial and Provident Society),06/12/2007,,,TRUE,FALSE,496,NR23,Live,Community Land Trust,12,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,
248,TRUE,Community Benefit Society (non-charitable),13/03/2007,,,TRUE,FALSE,796,TR1,Live,Community Land Trust,4,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,
1280,TRUE,Community Benefit Society,03/12/2019,,No,FALSE,FALSE,1294,,Site,Community Land Trust,18,2022,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,
1281,FALSE,,,,No,FALSE,FALSE,1295,,Group,Community Land Trust,15,2022,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,
1282,FALSE,,,,No,FALSE,FALSE,1296,,Group,Community Land Trust,10,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,
718,TRUE,Community Benefit Society (non-charitable),20/06/2017,,,FALSE,FALSE,748,GU32,Concept,Community Land Trust,3,2021,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,
720,FALSE,,15/11/2019,01/02/2019,Yes,FALSE,FALSE,750,SN9,Concept,Community Land Trust,10,2023,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,0,0,0,0,0,0,10,
723,TRUE,Community Benefit Society (non-charitable),01/08/2016,,No,FALSE,FALSE,753,BS20,Plan,Community Land Trust,15,2022,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,
402,TRUE,Registered Society (formerly known as Industrial and Provident Society),03/10/2006,,,FALSE,FALSE,422,CM77,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
460,TRUE,Company Limited by Guarantee,03/04/2005,,,FALSE,FALSE,481,EX19,Live,Community Land Trust,15,,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,15,0,0,0,0,0,15,
463,TRUE,Company Limited by Guarantee,18/12/2008,,No,FALSE,FALSE,485,TD15,Group,Community Land Trust,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
463,TRUE,Company Limited by Guarantee,18/12/2008,,No,FALSE,FALSE,484,TD15,Live,Community Land Trust,11,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,
769,TRUE,Community Benefit Society (non-charitable),10/03/2014,,Yes,FALSE,FALSE,801,BN8,Site,Community Land Trust,16,2021,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,16,
608,TRUE,Community Benefit Society (non-charitable),19/11/2019,,,FALSE,FALSE,633,IP14,Concept,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
406,FALSE,,15/10/2003,,Yes,FALSE,FALSE,1298,SW18,Group,Community Land Trust,10,2025,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,
408,FALSE,Not yet incorporated,,,Yes,FALSE,FALSE,428,GU4,Group,Community Land Trust,20,2024,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,20,
410,FALSE,Not yet incorporated,,,,FALSE,FALSE,430,TR16,Concept,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
884,TRUE,Company Limited by Guarantee,10/06/2013,,,FALSE,FALSE,918,PL26,Live,Community Land Trust,5,2017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,
936,TRUE,Company Limited by Guarantee,23/12/2013,,Yes,FALSE,FALSE,974,CB25,Live,Community Land Trust,20,2017,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,
1286,FALSE,,,,Yes,FALSE,FALSE,1318,,Site,Community Land Trust,32,2025,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,32,0,0,0,0,0,32,
332,TRUE,Community Benefit Society (charitable),16/08/2018,01/01/2017,Yes,FALSE,TRUE,346,PO10,Site,Community Land Trust,20,2023,20,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,
333,FALSE,Not yet incorporated,,,,FALSE,FALSE,347,LN1,No Stage Selected,Community Land Trust,,,,,,,,,,,,,,,,,,,,,,,,,
940,TRUE,Registered Society (formerly known as Industrial and Provident Society),13/07/2009,,No,FALSE,FALSE,978,DT6,Live,Community Land Trust,10,2015,8,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,10,
952,TRUE,Community Benefit Society (non-charitable),04/02/2020,14/08/2018,,FALSE,FALSE,991,SA66,No Stage Selected,Community Land Trust,50,,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,50,
960,FALSE,Not yet incorporated,,,,FALSE,FALSE,997,LL13,Site,Community Land Trust,9,,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,
